tier,quality_score,ts_code,name,source_batch,tags,market_cap_hkd,turnover_hkd,pb,pe_ttm,cash_to_liab,net_cash_to_mv,shareholder_return_yield,div_paid_years,latest_payout,profit_trend,revenue_trend,cfo_profit_avg4,oneoff_latest,screen_score,hard_flags
A,109.69789672068,00667.HK,中国东方教育,原始初筛,教育,8584689215.0,19401452.0,1.26,10.26,1.291066426840958,0.1380194402296717,0.0516410074840432,4,0.5863341846417958,同比增长,稳定,2.4837409215330575,0.15326594285608477,100.5371712733189,无明显硬伤
A,109.37906955477582,01126.HK,德林国际,原始初筛,,4365779250.0,1026690.0,1.04,6.3,1.3395899300407537,0.0942989912327793,0.0910221188210558,4,0.6349537598282012,稳定,稳定,1.1335252377216,0.1654890143511944,100.9973614327254,无明显硬伤
A,109.07236454323953,01579.HK,颐海国际,补充宽筛,,13518568000.0,14252465.0,2.56,14.3,2.1639888740001627,0.0856541166194525,0.051451085647533,4,0.8144898379791186,同比增长,稳定,1.3087483965508269,0.15921865558735496,101.0955414078675,无明显硬伤
A,107.38639363006142,01837.HK,五谷磨房,原始初筛,,2954493900.0,387020.0,1.57,10.04,3.133468932107367,0.2762077119197978,0.0270313639842004,2,0.30059657112746296,同比增长,同比增长,1.2500281857679016,0.08285751924271223,100.96868819583896,无明显硬伤
A,107.28298440755789,00640.HK,星谦发展,原始初筛,,772511390.0,224100.0,1.12,6.75,1.7771055896988106,0.2125917948601379,0.0699078274561103,4,0.48408664980809046,同比增长,稳定,1.3414181990514622,0.12971283134058414,100.21009597337756,无明显硬伤
A,107.04633584862226,03339.HK,中国龙工,原始初筛,,11299464000.0,8219663.0,0.89,7.85,1.2062326158865744,0.0991693942296731,0.0448630129712347,4,0.3897863021788074,同比增长,稳定,2.502137621079876,0.15750372156539497,90.52345954072736,无明显硬伤
A,106.95792694129412,00113.HK,迪生创建,原始初筛,,2401288896.0,1051670.0,0.65,9.65,3.0466562842949063,1.0635767120750474,0.0,3,,同比增长,稳定,0.7317547532662233,0.09069944145993575,92.140916732874,无明显硬伤
A,106.43276474206871,02331.HK,李宁,补充宽筛,消费,40840057297.0,280731856.0,1.34,12.56,1.7656279122888974,0.1890927317716392,0.0342773760041426,4,0.4768435111656572,稳定,稳定,1.458763266643909,0.0778109664231508,95.32243181858586,无明显硬伤
A,105.88892705999888,06038.HK,信越控股,原始初筛,,361080000.0,308200.0,1.21,6.5,2.1057304058924595,0.5103313069125955,0.0,3,,同比增长,稳定,2.4415172940127166,0.13910132983030718,91.58471233149784,无明显硬伤
A,104.7311775144098,01475.HK,日清食品,原始初筛,消费,6710936216.0,423700.0,1.69,19.52,1.5552174315489735,0.0783086127725461,0.0224646986661212,4,0.49819263657813906,同比增长,稳定,1.735245454820741,0.03583346911188756,88.95300953294232,无明显硬伤
A,104.25318129506361,01513.HK,丽珠医药,原始初筛,医药,21061158096.0,7968690.0,1.28,9.56,1.102746170807276,0.0411663182806962,0.0540814475546967,4,0.562964683277148,稳定,稳定,1.5287101187979273,0.09843049564609588,88.37678532775476,无明显硬伤
A,102.77112289207481,00811.HK,新华文轩,原始初筛,,10931831260.0,3875690.0,0.62,6.26,1.1308400411755426,0.0932792148577309,0.0722827107624052,4,0.5037981104592638,稳定,稳定,1.262146996144264,0.260547996139937,88.88827925195024,无明显硬伤
A,101.93243082333916,02097.HK,蜜雪集团,补充宽筛,消费,92702910960.0,76867752.0,3.42,14.22,2.874528516563104,0.1218277277708475,0.0,3,,同比增长,同比增长,1.2017085690252078,0.05905273986937342,93.44762508155208,无明显硬伤
A,100.31270189906878,02648.HK,安井食品,原始初筛,消费,22030398405.0,14733275.0,1.21,12.84,1.0240950719965616,0.0053188697319884,0.0483361241873101,4,0.7834277346907271,稳定,稳定,1.3985517897405395,0.11603239058350946,86.71770089335418,无明显硬伤
A,100.14163259083512,00725.HK,恒都集团,补充宽筛,,198958000.0,43780.0,0.44,6.38,1.24809432923902,0.0961882676745846,0.0451614539752108,4,0.31898929006605525,同比增长,同比增长,2.3768671673166404,0.30638748156223944,91.47344327331432,无明显硬伤
A,99.58214803208217,02057.HK,中通快递-W,补充宽筛,,132191948988.0,99882091.0,1.88,12.84,1.0730438457066231,0.0131992985454688,0.0378857641357162,4,0.4135663841722361,稳定,稳定,1.4568406832636684,0.09261230279635238,82.33885783870086,无明显硬伤
A,98.19281867587685,01789.HK,爱康医疗,补充宽筛,医药,5789386907.0,32390698.0,1.82,15.42,1.9552113006646823,0.123717418010874,0.0127186179094317,4,0.217146278023203,同比增长,稳定,1.0467735800820694,0.08872171138386406,92.92803154318672,无明显硬伤
A,97.88629870153792,03880.HK,泰德医药,补充宽筛,医药,3235876000.0,1044996.0,1.84,13.45,4.718097412146887,0.2617417972752973,0.0,0,,同比增长,同比增长,1.8925375845428851,0.2571134143929043,94.94532950323853,无明显硬伤
A,96.28328585870273,00696.HK,中国民航信息网络,原始初筛,公用/基建,24433850068.0,23953677.0,0.92,9.42,1.174382454431356,0.0611303511875179,0.0304584881899014,4,0.3178298212562149,稳定,稳定,1.1739070568259886,0.09831887539370444,88.06302390731999,无明显硬伤
A,96.27931393857564,01217.HK,中国创新投资,补充宽筛,,140817365.0,49600.0,0.23,2.48,2.6894924876425392,1.1071226516701262,0.0,0,,同比增长,同比增长,11.415868610260329,0.013993294512087523,91.54604289257696,无明显硬伤
A,96.04864929404978,00064.HK,结好控股,补充宽筛,,1965867293.0,1332655.0,0.3,36.82,5.785501306901553,1.004864929404978,0.0,0,,同比增长,同比下滑,5.425012293297597,-1.2408305057359832,113.97090233411816,无明显硬伤
A,95.70855960522059,00420.HK,福田实业,原始初筛,,808517794.0,150460.0,0.25,11.34,1.4834253269632898,0.5632751423650176,0.075267793945423,4,0.944938430899554,同比增长,高点回落,3.4488865837566305,0.33411405009677153,105.28502774564514,无明显硬伤
A,95.69475730028967,00837.HK,谭木匠,原始初筛,消费,1494771140.0,712645.0,1.39,7.89,1.1417238953468896,0.0141513302163433,0.0599215475888837,4,0.5237126301695054,稳定,稳定,0.9031060626597637,0.2633794664000421,87.25988203265202,无明显硬伤
B+,136.17271604026075,02518.HK,汽车之家-S,原始初筛,,17624810960.0,530650.0,0.68,13.98,4.79378702957582,0.8638833082837218,0.1437307898365112,4,1.026624758287532,稳定,稳定,1.0206530462673638,0.1396657956931863,127.470381351388,派息偏激进
B+,124.30017018778085,02102.HK,德利机械,补充宽筛,,290000000.0,20300.0,0.67,10.52,3.169806546592138,0.290341584,0.0942196551724137,4,1.0652274260554628,同比增长,同比增长,2.437572138264769,0.19688953591591804,114.98472096240832,派息偏激进
B+,119.6446025126213,02555.HK,茶百道,原始初筛,消费,7033539030.0,6527088.0,1.6,7.89,3.823643900868688,0.3254842249734412,0.1554621358232514,4,1.3584955590591095,同比增长,稳定,1.008744978092463,0.18625861445625963,120.63173082378488,派息透支
B+,113.0971292121866,06601.HK,朝云集团,原始初筛,,2866667025.0,1057130.0,0.86,11.58,3.4077474766080145,0.7250311884408689,0.0559534813779078,4,0.7170798220712162,稳定,稳定,1.0491760055078323,0.4979413013836422,115.99844409230629,一次性偏高
B+,112.51538714374324,02219.HK,朝聚眼科,原始初筛,,1748847640.0,590575.0,0.66,8.61,2.4231736020657664,0.4985643003183513,0.046007438360954,4,0.4141895390989125,稳定,稳定,1.6876206305921655,0.4024312464226335,107.5976148407594,一次性偏高
B+,112.2628811270803,00934.HK,中石化冠德,原始初筛,公用/基建,9049622400.0,3348580.0,0.55,8.8,10.69493497979941,0.3350669822709951,0.0620343406593406,4,0.6044574286100514,稳定,稳定,0.28767528990071956,0.07327711544053504,107.79071010238115,现金流覆盖弱
B+,110.2302313433384,02367.HK,巨子生物,补充宽筛,,26436429600.0,66811180.0,2.43,12.47,9.044459257045046,0.2789275674352031,0.0546602178079297,2,0.6678765178845604,稳定,稳定,0.9960492787662719,0.11567204711003971,107.73092159008576,回购多于现金分红
B+,110.0460042147353,01778.HK,彩生活,原始初筛,地产链,293786336.0,72944.0,0.06,11.06,1.533659732390948,2.664637200826113,0.0587127374092714,4,0.7190978446658607,同比增长,稳定,6.027518278071714,0.18818526701963564,121.25254644419329,地产链折价
B+,106.18752584052497,00327.HK,百富环球,原始初筛,,3695349360.0,5288747.0,0.47,4.9,2.061888882355462,0.5208534942471583,0.1319282905311015,4,0.7031119167395403,高点回落,稳定,1.074447775292104,0.12093626880506167,129.62310641831155,利润趋势弱
B+,104.08995346896575,02877.HK,神威药业,原始初筛,医药,6185960000.0,9591860.0,0.69,5.88,5.433882034573444,1.9462481167029853,0.0573941635574753,4,0.3737446681292029,稳定,同比下滑,1.2193934324463889,0.6241225835519418,121.50672860910024,一次性占比高
B+,104.055148133423,02517.HK,锅圈,原始初筛,,4751502656.0,12604560.0,1.44,9.91,0.844696358949354,-0.0673012356619842,0.1229038563753251,3,0.9241671017311717,同比增长,同比增长,1.9334005390729858,0.21651889874008398,103.1004488316771,非严格净现金
B+,104.00360955730027,02111.HK,超盈国际控股,原始初筛,,2485141120.0,906040.0,0.66,4.51,0.7476986087494315,-0.2544289860046256,0.1073658613720898,4,0.5357843724041367,稳定,稳定,2.181764596292732,0.13882631611403115,100.5422996483805,非严格净现金
B+,102.83934875604304,03983.HK,中海石油化学,原始初筛,,9634900000.0,12658300.0,0.46,8.93,2.875374645888279,0.9479026248326397,0.0686450300470165,4,0.678735808530224,高点回落,稳定,1.1971525708524058,0.30527758992078535,116.22080915824542,利润趋势弱
B+,102.81665810861018,01458.HK,周黑鸭,原始初筛,消费,2559709950.0,550785.0,0.68,14.75,0.8555699278733521,-0.0593684452412274,0.1079477774425184,4,0.6210591478824701,同比增长,稳定,7.064985054518516,0.32648763178720036,106.91684522916984,非严格净现金
B+,102.01454123618892,03658.HK,新希望服务,原始初筛,地产链,1481709320.0,95340.0,1.02,6.19,1.375692472534496,0.1765332757709859,0.112154926581686,4,0.769089436538239,稳定,稳定,1.0569584850232172,,109.492136414252,地产链折价
B+,101.90368556364157,00799.HK,IGG,原始初筛,,3756143165.0,4040284.0,1.09,6.47,2.084693242390609,0.3071516275658252,0.0858754903342455,2,0.39606851417674294,稳定,稳定,1.265392200994242,0.15417756975536312,104.23636498463937,回购多于现金分红
B+,101.50517531951111,06668.HK,星盛商业,原始初筛,地产链,1247854680.0,304970.0,0.89,7.9,1.323704593398646,0.2632774515058115,0.098792753656219,4,0.863528966353738,稳定,稳定,1.2766165041041289,0.19171849037025612,104.60671039061546,地产链折价
B+,101.46997654790802,09898.HK,微博-SW,原始初筛,,13978769347.0,6645486.0,0.46,4.76,0.7799526725543297,-0.3411847581148877,0.0983736488573739,3,0.43571333125473255,同比增长,稳定,2.9603932285110752,,95.34762492563289,非严格净现金
B+,99.59476007046936,02348.HK,东瑞制药,原始初筛,,1565918640.0,170560.0,0.42,6.61,2.5256517853424776,0.6083068274862607,0.0848766957649855,4,0.6211589420996303,同比下滑,同比增长,1.0754134796814114,0.2782059251019998,117.99148351622402,利润趋势弱
B+,99.41394520993288,01127.HK,狮子山集团,原始初筛,,954800000.0,218240.0,0.58,5.09,0.7544836068822582,-0.1816514667993297,0.1029101321114369,4,0.5796779418973932,稳定,稳定,2.457795372954249,0.33843809280218257,92.52669565036008,非严格净现金
B+,98.4764759085212,02283.HK,东江集团控股,原始初筛,,1666520000.0,461480.0,0.92,7.64,1.2052878112061942,0.108408404375585,0.1043218774812183,4,0.8829495412844036,同比下滑,稳定,1.7603973576954188,0.1274862385321101,107.36122276529,利润趋势弱
B+,97.52406529695878,01669.HK,环球信贷集团,原始初筛,金融口径,560000000.0,280500.0,0.59,10.72,49.41860465116279,0.6581764139999999,0.0774188571428571,4,0.9189592786169664,稳定,同比下滑,2.413977745235151,0.14044760974862636,119.31100487462513,金融口径另看
B+,97.33893271822151,02273.HK,固生堂,补充宽筛,,5837500100.0,13000674.0,2.49,14.95,0.6530619694364419,-0.1074602122919021,0.1020364864747497,3,0.46408515584029025,稳定,稳定,1.597652862322127,0.10161438918260031,98.30488262946702,非严格净现金
B+,97.13172844052599,01556.HK,建业建荣,原始初筛,,397500000.0,180475.0,0.45,2.99,0.6432562314892319,-0.9354927890817608,0.1363350943396226,4,0.4506906834724215,稳定,稳定,2.9212794466963676,0.2299724327531943,88.23472452275608,非严格净现金
B+,95.58944199224851,06049.HK,保利物业,原始初筛,地产链,15161335160.0,30214179.0,1.3,8.84,1.438871693603975,0.2175344034805968,0.0486386582855543,4,0.47592823259866407,稳定,稳定,1.4542043252251093,0.06088289393010423,95.00733213250176,地产链折价
B+,95.54142563576158,02156.HK,建发物业,原始初筛,地产链,3689651722.0,1708310.0,1.66,9.29,1.3597075288891085,0.2448147055761595,0.0568392400696078,4,0.5843180304756916,稳定,同比增长,1.2227043921632772,0.023457199457244036,101.15877456225212,地产链折价
B+,95.44122842248441,02488.HK,元征科技,补充宽筛,,2883393868.0,2666565.0,2.13,7.57,0.5841327513815813,-0.1343404862994596,0.113862876245806,4,0.953682276709123,稳定,稳定,0.9351333356163135,0.10407249344609507,92.81102148715688,非严格净现金
B+,95.30356733264976,00104.HK,ASIA COMM HOLD,补充宽筛,,183792312.0,121250.0,0.4,8.57,0.6854453642952836,-0.3184088843716162,0.099349095733667,4,0.6096817461285209,稳定,稳定,1.6197956753700191,0.22957566150469452,94.0816136871572,非严格净现金
B+,95.05987636186264,08480.HK,飞霓控股,补充宽筛,,184664320.0,231960.0,0.46,3.55,1.0741189130363993,0.0568449690768633,0.0473629919412694,1,0.1860516524142704,同比增长,同比增长,1.9503853847048465,0.2284198503329519,87.08562859056792,回购多于现金分红
B+,94.68148324584153,06618.HK,京东健康,补充宽筛,,107699459223.0,237343721.0,1.62,18.1,2.1834201776930477,0.2363928397011204,0.0,0,,同比增长,同比增长,5.1547867521210815,0.1431730260324571,101.20568999729278,无明显硬伤
B+,94.4286793572139,03660.HK,奇富科技-S,原始初筛,,14499146065.0,849372.0,0.53,2.55,0.2302054734534021,-1.7410460510454897,0.4294197032078799,4,0.23007914765553014,稳定,稳定,1.6187035569586672,,81.78272242340076,非严格净现金
B+,94.35484011799004,01712.HK,龙资源,原始初筛,,961859790.0,3941870.0,1.01,3.08,1.7601585414189456,0.2337482809214844,0.0,0,,同比增长,同比增长,2.047361447295552,0.002905046480743692,93.14360977282128,无明显硬伤
B+,93.41729457481149,08502.HK,远航港口,补充宽筛,公用/基建,252000000.0,15120.0,0.38,4.36,2.518515066790929,0.9698611111111112,0.0637341269841269,3,0.30780582226566244,同比下滑,稳定,1.2631425295093892,0.2764713773740394,112.44209198063425,利润趋势弱
B+,93.39551279000986,01260.HK,皓天财经集团,原始初筛,,564212460.0,174440.0,0.36,8.13,9.021371255420972,1.6191881568159627,0.0,0,,同比增长,同比增长,1.098107921564434,0.6629802920742945,107.7918782124036,一次性占比高
B+,93.38515437269434,02682.HK,润利海事,补充宽筛,,155000000.0,47008.0,0.56,6.59,1.1715096546253057,0.1235232489032257,0.0819914941935483,4,0.9764994738688179,同比增长,稳定,1.2948344475464493,0.19130129779024901,85.10240697526001,无明显硬伤
B+,93.12250551807203,01698.HK,腾讯音乐-SW,补充宽筛,,106332988020.0,26704458.0,1.26,10.68,1.2487674609695971,0.045555006872269,0.0228057166939001,4,0.1840629522431259,同比增长,同比增长,1.4994218002103856,0.33339363241678727,81.45072490038375,无明显硬伤
B+,93.00302725212448,03918.HK,金界控股,原始初筛,,15657385166.0,15271003.0,0.84,6.49,1.0127783097917162,0.0021085432369441,0.020039016724282,1,0.14403998618940522,同比增长,同比增长,2.13408673770298,0.024039469905487776,82.01695438141674,无明显硬伤
B+,92.22441117380902,02142.HK,和铂医药-B,补充宽筛,医药,9023120309.0,16692340.0,3.16,12.7,3.027218650483687,0.2102551446319189,0.0198163869123691,1,0.003908773389683904,同比增长,同比增长,2.955671823178859,0.19262479060142557,75.12167288663349,无明显硬伤
B+,92.20311056428979,03613.HK,同仁堂国药,原始初筛,医药,5407666000.0,3166040.0,1.29,13.61,7.808850988601363,0.3319383181838523,0.0522618867992216,4,0.7877250664625796,同比下滑,稳定,0.8386112286622516,-0.0033734794167405145,105.06060738022757,利润趋势弱
B+,92.16746112885181,01750.HK,全达电器集团控股,补充宽筛,,156600000.0,204230.0,0.9,29.04,4.43112214733357,0.6694440546615582,0.0,0,,同比增长,稳定,3.723959477988637,0.2966808826256258,86.52649818017443,无明显硬伤
B+,92.01651906267449,02302.HK,中核国际,补充宽筛,,2044723527.0,2482380.0,2.35,10.63,7.071710911004561,0.3440156520290285,0.0,0,,稳定,同比增长,0.7486872990455729,0.04138683854870568,99.76427231075476,无明显硬伤
B+,91.99696080921574,02698.HK,乐舒适,补充宽筛,,17120955194.0,8202080.0,3.45,18.16,3.550695064405051,0.1313721094713356,0.0143688244734273,4,0.28886706337743373,稳定,同比下滑,2.2585460004729616,0.021722803165983018,87.77379221627204,无明显硬伤
B+,91.86128540793133,01361.HK,361度,原始初筛,,9169294860.0,7199137.0,0.78,6.33,1.0602788892189616,0.0253828678817293,0.0637407792991401,4,0.4465315490142748,稳定,稳定,0.4040977539995348,0.22448742592926493,85.00872194160796,现金流覆盖弱
B+,91.69954076700358,01858.HK,春立医疗,原始初筛,医药,3275674990.0,4456347.0,0.95,10.61,2.090242334837384,0.2243746971490599,0.0057171089492001,4,0.06871369152573903,同比增长,同比增长,0.8613371634530218,0.09714911302456065,86.22956571689532,无明显硬伤
B+,91.34859637871214,01234.HK,中国利郎,原始初筛,消费,4239096613.0,965600.0,0.91,7.62,0.6281255832002772,-0.2369113260877689,0.0725491839598231,4,0.6121013936047831,稳定,稳定,1.437269590642259,0.0745823365270939,77.73507730392303,非严格净现金
B+,91.2162674030677,02050.HK,三花智控,补充宽筛,,110586606212.0,283934592.0,2.99,24.2,1.028673720824469,0.0045027604797403,0.0115388205109918,4,0.2369866095382304,同比增长,稳定,1.161205294635213,0.05494288304980787,74.33799445970214,无明显硬伤
B+,90.99739474855798,02232.HK,晶苑国际,原始初筛,,15975803200.0,11175723.0,1.28,9.14,0.6668794764182374,-0.0840210646560793,0.0658905321517731,4,0.6666266057741099,稳定,稳定,1.412039873798208,0.09607937398178565,80.65937292561703,非严格净现金
B+,90.84848061040962,01184.HK,S.A.S. DRAGON,原始初筛,,3980326118.0,743340.0,1.25,7.15,0.5277409627964741,-0.7864341189743691,0.0702057590749402,4,0.5557313885920085,稳定,稳定,1.9045627101294675,-0.06980950755772702,72.02116761074518,非严格净现金
B+,90.83695181814728,01882.HK,海天国际,原始初筛,,30882600000.0,18660244.0,1.21,8.45,1.1371862345653776,0.0562827287857887,0.0348584639894309,4,0.32610582353898065,稳定,稳定,0.8325892514767259,0.2190054517579852,80.3092330417752,无明显硬伤
B+,90.80463462399152,08049.HK,吉林长龙药业,原始初筛,医药,1277370000.0,151960.0,0.68,5.8,0.6934208303739146,-0.2358650978181732,0.0928454558976647,4,0.5963174513786931,稳定,稳定,1.4882020590458187,0.34964099676193156,85.14724777235205,非严格净现金
B+,90.35466731020037,00240.HK,利基控股,原始初筛,,1875235768.0,122400.0,0.64,4.14,0.481913984774553,-1.377516683064889,0.1046779838192591,4,0.4800389634485744,稳定,稳定,1.531214963806542,0.08372502937720329,78.07808594450967,非严格净现金
B+,90.2467689893282,00220.HK,统一企业中国,补充宽筛,,29414664540.0,27675888.0,1.95,12.96,0.5272248828612638,-0.174999412044969,0.0629293255234247,4,0.90284572395151,稳定,稳定,1.7422402106766564,0.15854043977419163,80.246083018135,非严格净现金
B+,89.2721242515398,09901.HK,新东方-S,原始初筛,教育,54867620643.0,25757450.0,1.72,16.57,1.2550789094326489,0.1231492976078605,0.0,0,,稳定,稳定,3.0566694605698856,,86.98056688463653,无明显硬伤
B+,89.1929151073617,00564.HK,中创智领,原始初筛,,23977921060.0,9346760.0,0.85,5.21,0.5121120612815602,-0.5378606194364542,0.1088187334285935,4,0.4665962251882471,稳定,稳定,1.0229617566572615,0.1679597322449738,79.8105216840906,非严格净现金
B+,88.87319376708633,08512.HK,凯富善集团控股,补充宽筛,,349030000.0,30400.0,0.47,3.44,7.199243950271095,1.8078348244563505,0.0,0,,同比下滑,稳定,1.7262598980706794,0.06315478243729365,117.57209109704048,利润趋势弱
B+,88.42208649363042,02317.HK,味丹国际,补充宽筛,,1157283920.0,18240.0,0.48,8.72,0.899847192155864,-0.0477683229194094,0.0804499943280988,4,0.7766181988742964,稳定,稳定,3.72344435292071,0.09081848030018762,81.45937110084361,非严格净现金
B+,88.27929125262256,06820.HK,友谊时光,原始初筛,,796010250.0,198710.0,0.58,7.72,4.3174785070837975,0.8110171948162728,0.0,2,,稳定,稳定,2.213890551957142,0.3559491225245532,82.76832148640509,一次性偏高
B+,88.14623716266262,02218.HK,安德利果汁,补充宽筛,,8160870960.0,76500844.0,2.53,23.0,2.61418862180218,0.0309515599827594,0.0101404182722183,4,0.2505096960917749,同比增长,同比增长,0.5479590451809488,0.035784994694542716,84.88600176031022,现金流覆盖弱
B+,87.6221894715744,06693.HK,赤峰黄金,补充宽筛,,48840567275.0,78465210.0,3.02,12.19,0.8052678492988438,-0.0337712284047175,0.0080986280813012,4,0.12832394327103183,同比增长,同比增长,2.203137875174697,0.011997237120702145,78.65912044267913,非严格净现金
B+,87.5577490890781,00179.HK,德昌电机控股,补充宽筛,,21939994558.0,208911927.0,0.99,13.85,0.6657086883397713,-0.1483145689210521,0.0168873875980475,4,0.39128640357788735,稳定,稳定,2.444814407415209,,77.40314422806514,非严格净现金
B+,87.489041373623,00345.HK,VITASOY INT'L,补充宽筛,,6037315738.0,4113386.0,2.08,25.6,0.5077838172651392,-0.1867452298185568,0.0468613856915362,4,0.6431605133911666,稳定,稳定,3.221624365962021,0.22796735083865935,74.85655463183429,非严格净现金
B+,87.47563091349853,03606.HK,福耀玻璃,补充宽筛,,130226202247.0,69103273.0,2.94,12.96,0.6830954162809288,-0.0791133382701202,0.0534921842133385,4,0.7480861532275888,同比增长,同比增长,1.2417192337370406,0.06288508628875347,81.70182869255947,非严格净现金
B+,87.31333829875715,01970.HK,IMAX CHINA,原始初筛,,2855052656.0,62334.0,1.16,9.74,2.0978821020662024,0.1673094354306017,0.0035795750311373,2,,同比增长,同比增长,0.8716001047811562,0.02937820121546668,99.68203549289706,无明显硬伤
B+,86.98895180924761,06821.HK,凯莱英,补充宽筛,,33426356871.0,7071520.0,1.64,26.86,2.826534606506377,0.1437849783794346,0.0170372440585674,4,0.3488225893322267,同比增长,高点回落,1.2811892859505036,0.3464209717721642,83.19772897733222,无明显硬伤
B+,86.78994290484637,01525.HK,建桥教育,原始初筛,教育,780200000.0,588345.0,0.28,2.91,0.3816691066314401,-0.9284196359907716,0.0930825429377082,4,0.2994170226099576,稳定,稳定,1.6970781392571683,0.20127974668931511,72.60148883479148,非严格净现金
B+,86.77530842471626,00867.HK,康哲药业,原始初筛,医药,24604014586.0,23990710.0,1.28,14.93,5.1251150298413375,0.277660784833352,0.0268474479110358,4,0.44365541624241384,高点回落,稳定,0.8563196126540346,0.20322427684479466,85.53684274126142,利润趋势弱
B+,86.55931835182085,00027.HK,银河娱乐,补充宽筛,,129537940261.0,238386895.0,1.56,12.14,1.04390955706677,0.0049638564271165,0.0368145259161247,4,0.4930981710764665,同比增长,稳定,1.3049214435876137,0.13590940029127493,68.96630170679344,无明显硬伤
B+,86.46481508167521,01731.HK,其利工业集团,原始初筛,,940800000.0,673800.0,0.64,4.93,1.603229892336922,0.2419511989795919,0.074621231292517,4,0.40692605418618866,同比下滑,稳定,0.9440315985921249,0.21079649623141172,107.38218357887511,利润趋势弱
