ts_code,ts_latest_close,ts_days,ts_avg_amount_hkd,ts_median_amount_hkd
06833.HK,0.168,17,46641.17647058824,27992.0
06838.HK,0.249,16,20409.25,11905.0
06839.HK,0.085,17,44883.64705882353,8794.0
06855.HK,32.7,20,99517308.564,96785995.05000001
06858.HK,2.95,12,170644.16666666666,29830.0
06860.HK,0.147,20,104079.45,80239.0
06862.HK,11.53,20,276343497.75450003,232243617.155
06865.HK,7.0,20,41225749.235,40709572.3
06866.HK,0.305,10,6863.0,4625.0
06868.HK,2.63,20,827079.5,13600.0
06869.HK,217.8,20,4766325255.024,4714481678.675
06871.HK,37.16,20,89945101.1275,73224526.9
06872.HK,264.8,19,39829496.631578945,20544960.0
06877.HK,0.106,16,24099.375,10205.0
06881.HK,7.58,20,148925813.8245,130382837.45
06882.HK,0.455,16,71868.125,51335.0
06885.HK,0.83,20,245323.5,219095.0
06886.HK,16.94,20,189874171.851,162875546.23000002
06887.HK,34.26,20,19120141.565,17064837.0
06888.HK,0.102,14,15326.42857142857,12010.0
06889.HK,2.94,20,300605.2905,183756.87
06890.HK,0.51,20,291288.5,70475.0
06893.HK,0.206,20,550263.5,219224.0
06896.HK,3.05,20,1079017.0895,949933.825
06898.HK,0.73,10,14194.0,12870.0
06908.HK,0.38,20,333474.0625,287982.5
06909.HK,0.26,19,224328.2105263158,67735.0
06911.HK,2.6,8,183997.25,53120.0
06913.HK,0.142,17,96920.94117647059,36340.0
06918.HK,0.145,19,882379.2631578947,292648.0
06919.HK,3.54,10,25644.5,10885.5
06922.HK,4.04,20,238047.5,235608.0
06928.HK,0.207,20,52549.1,42231.0
06929.HK,3.92,20,1033999.0,617127.5
06933.HK,1.72,20,6103405.0,3889380.0
06936.HK,28.98,20,55570052.435,43600075.8
06938.HK,49.5,20,8879520.3535,7421772.93
06939.HK,2.12,20,3598176.0,2050950.0
06955.HK,4.92,20,26218046.240000002,23783819.0
06958.HK,0.096,19,70326.8947368421,59484.0
06959.HK,3.65,20,112077.5,43217.5
06960.HK,11.23,20,9629219.190000001,7411994.5
06963.HK,3.45,20,56355901.0615,48166346.730000004
06966.HK,0.485,4,36575.0,29600.0
06968.HK,0.163,20,1052328.4,454472.5
06969.HK,7.69,20,91321156.9735,78039595.86500001
06978.HK,0.52,20,377376.07050000003,354070.0
06979.HK,7.54,20,36513691.829500005,30143055.02
06980.HK,20.8,20,1363376.4,905891.0
06988.HK,0.072,19,286110.05263157893,76977.0
06989.HK,0.6,20,548101.24,130765.0
06990.HK,415.8,20,468638627.739,381995423.35
06993.HK,3.08,20,11967934.4155,12212227.1
06996.HK,3.4,20,5838439.4605,3822581.18
06998.HK,1.87,20,2635102.45,2640475.25
07489.HK,3.84,20,29853306.417000003,24963163.490000002
07618.HK,11.8,20,20583264.5065,16978865.195
07630.HK,37.0,20,19477981.89,9178802.1
07666.HK,14.41,20,53769331.623,40496287.92
07688.HK,28.8,20,70848193.081,31766734.0
08003.HK,0.077,15,34023.28,8874.0
08005.HK,0.075,15,26865.333333333332,17894.0
08006.HK,0.107,18,15251.94066666667,10545.0
08007.HK,0.47,19,779137.8586842105,273300.0
08013.HK,0.058,3,19333.333333333332,14820.0
08017.HK,0.96,20,2036056.95,1554767.0
08018.HK,0.042,18,11580.402777777777,2541.75
08019.HK,0.13,2,94080.0,94080.0
08020.HK,0.02,13,6788.461538461538,3250.0
08021.HK,0.19,20,70687.77249999999,44635.0
08023.HK,0.31,8,27663.75,10860.0
08026.HK,0.29,6,47043.333333333336,5790.0
08027.HK,0.118,17,56138.117647058825,18200.0
08028.HK,0.138,14,35012.5,17980.0
08029.HK,0.7,12,244402.08333333334,50200.0
08030.HK,0.8,20,464559.9,372415.0
08031.HK,0.445,19,541572.8157894737,76080.0
08033.HK,0.122,10,17164.2,11482.0
08035.HK,0.051,15,22008.666666666668,15500.0
08036.HK,0.039,18,49525.555555555555,32795.0
08037.HK,0.6,20,118536.5,96337.5
08040.HK,0.56,17,39120.58823529412,30000.0
08041.HK,0.59,20,120775.0,66600.0
08042.HK,0.071,20,239655.0,43290.0
08043.HK,0.207,9,32959.444444444445,31715.0
08049.HK,2.68,20,371656.0,211060.0
08050.HK,1.38,14,54488.26142857143,40920.0
08051.HK,2.48,5,13694.0,11096.0
08056.HK,0.31,18,32051.944444444445,27872.5
08057.HK,0.65,14,41666.57142857143,16220.0
08059.HK,0.024,20,12110.75,8387.5
08060.HK,0.095,8,8319.205,5062.52
08062.HK,0.25,11,22209.090909090908,14300.0
08065.HK,0.135,17,41695.294117647056,13200.0
08066.HK,0.3,19,55729.60526315789,47250.0
08067.HK,0.32,3,1760.0,1920.0
08069.HK,0.42,19,75394.80263157895,33493.75
08070.HK,1.33,16,398307.2,224075.0
08071.HK,0.01,16,20691.4375,6417.5
08072.HK,0.385,5,581383.529,1600.0
08073.HK,0.275,12,46838.333333333336,44950.0
08076.HK,0.025,10,27269.1,17040.5
08079.HK,0.8,14,121661.66428571429,28160.0
08080.HK,0.44,12,22160.333333333332,4607.5
08081.HK,0.014,17,120374.14588235294,46372.48
08082.HK,0.025,20,399120.0,75520.0
08087.HK,1.7,20,526844.545,439680.0
08091.HK,0.035,9,6175.555555555556,3780.0
08092.HK,0.041,16,15308.5,864.0
08093.HK,2.67,15,65316.833333333336,50200.0
08095.HK,0.87,20,1935980.5,880120.0
08096.HK,0.145,13,160422.07692307694,7669.0
08098.HK,0.05,7,14955.714285714286,5050.0
08100.HK,0.22,3,1307.3333333333333,1320.0
08103.HK,0.19,10,21491.170000000002,10056.0
08106.HK,0.255,9,22352.777777777777,21325.0
08107.HK,0.113,12,22709.166666666668,11007.5
08112.HK,0.11,7,7690.285714285715,2952.0
08113.HK,0.455,10,11246.059,4625.0
08115.HK,10.05,8,170080.0,101960.0
08117.HK,0.052,14,6744.714285714285,3440.0
08118.HK,0.145,17,53060.23529411765,9792.0
08120.HK,2.29,20,876105.5365,646980.375
08121.HK,0.51,15,99010.86666666667,44800.0
08123.HK,0.141,17,135235.69623529413,89565.0
08125.HK,0.58,15,49381.58933333333,37520.0
08128.HK,0.03,16,86651.004625,8232.0
08131.HK,0.127,19,656278.4210526316,107720.0
08132.HK,0.098,18,96111.25,87782.5
08133.HK,0.28,10,14264.228,9240.0
08136.HK,0.04,14,16930.714285714286,5490.0
08137.HK,0.56,20,5817384.5,4290060.0
08139.HK,1.35,11,24448.18181818182,18380.0
08140.HK,0.109,15,45520.0,42730.0
08143.HK,0.072,18,19311.533333333333,10485.0
08146.HK,0.41,20,205407.5,174450.0
08147.HK,0.75,20,326642.375,153520.0
08148.HK,3.8,3,78882.0,6080.0
08149.HK,0.112,2,4015.0,4015.0
08152.HK,0.086,14,29380.0,23740.0
08153.HK,0.76,19,36419.87,17350.0
08156.HK,0.21,16,10527.7125,8053.5
08158.HK,0.32,17,20100.448529411766,14300.0
08159.HK,0.039,17,19481.470588235294,7900.0
08160.HK,0.62,14,105531.42857142857,33000.0
08161.HK,0.67,2,4520.0,4520.0
08162.HK,0.54,20,1807970.0,2039000.0
08163.HK,0.037,20,38202.84795,38930.0
08168.HK,0.086,20,165911.5,97300.0
08169.HK,0.038,6,7616.666666666667,7155.0
08173.HK,0.108,11,13717.027272727271,6600.0
08176.HK,0.024,17,75842.35823529412,31190.0
08178.HK,0.196,18,28525.178166666665,29636.0
08179.HK,0.01,17,20526.381176470586,8172.0
08181.HK,0.055,7,18989.714285714286,13808.0
08186.HK,0.88,19,103927.9347368421,79600.0
08187.HK,0.495,20,1416912.8125,647450.0
08188.HK,1.26,20,1213656.0,1132200.0
08189.HK,0.153,18,196723.05555555556,56712.5
08191.HK,0.156,18,234281.80000000002,145496.25
08193.HK,0.125,19,1196087.089473684,301060.0
08195.HK,1.18,20,282138.67199999996,229270.0
08196.HK,0.66,19,998515.8736842106,696160.0
08198.HK,1.08,20,522306.32,308240.0
08200.HK,0.82,12,44497.020833333336,21300.0
08201.HK,0.115,13,26865.115384615383,19207.0
08203.HK,0.151,10,9254.7,4506.0
08205.HK,0.255,2,2530.0,2530.0
08208.HK,0.116,18,165205.66666666666,26583.0
08210.HK,0.06,13,15860.0,7960.0
08213.HK,0.155,4,23405.0,22670.0
08217.HK,0.156,18,38886.21527777778,24473.125
08218.HK,0.154,10,11459.78,4284.0
08219.HK,0.25,20,553371.0,568340.0
08220.HK,4.67,20,1574648.8,949721.25
08221.HK,2.05,18,1126562.7777777778,1028536.0
08222.HK,0.057,19,103302.52631578948,56964.0
08223.HK,0.255,16,261110.25,58270.0
08225.HK,0.109,8,54512.5,17730.0
08226.HK,0.098,12,215320.35,3048.0
08227.HK,0.34,18,419843.73888888885,92350.0
08229.HK,0.85,20,647840.0,94575.0
08232.HK,0.89,13,36054.192307692305,16800.0
08237.HK,0.96,16,39598.25,29040.0
08238.HK,0.142,20,66560.1255,40000.8
08239.HK,17.32,20,840304.6599999999,245715.0
08241.HK,0.178,14,26361.428571428572,18800.0
08245.HK,0.08,12,61485.0,41010.0
08246.HK,0.75,19,57579.47368421053,49950.0
08247.HK,2.82,20,184465.0,154510.0
08249.HK,0.066,6,33556.666666666664,4415.0
08250.HK,0.125,14,37416.07142857143,7110.0
08262.HK,0.054,16,18191.875,5745.0
08267.HK,0.216,18,77818.86111111111,40157.5
08268.HK,0.25,15,546664.8,82000.0
08269.HK,0.3,20,832849.83775,429600.0
08270.HK,0.4,17,46706.617647058825,13600.0
08271.HK,0.09,16,26095.0,12693.0
08275.HK,0.098,13,188684.32692307694,23280.0
08277.HK,0.119,6,5206.666666666667,5017.0
08279.HK,0.76,20,7791026.955,6231300.0
08280.HK,0.11,18,38271.666666666664,25177.0
08281.HK,0.248,15,31303.466666666667,25968.0
08282.HK,0.55,6,50578.0,35904.0
08283.HK,0.335,20,679258.3,178157.5
08285.HK,0.043,10,23302.0,1182.5
08286.HK,0.14,13,29719.23076923077,21530.0
08290.HK,0.042,18,50583.333333333336,17360.0
08291.HK,0.25,6,109037.5,4175.0
08292.HK,0.225,20,56001.9,44245.0
08293.HK,0.172,9,30183.155555555557,5600.0
08295.HK,0.028,9,8140.0,8320.0
08296.HK,0.197,15,29961.466666666667,9160.0
08299.HK,0.285,20,14505460.934999999,12001567.5
08300.HK,0.03,19,69393.68421052632,30820.0
08305.HK,0.155,20,528216.5,460840.0
08307.HK,0.102,5,8721.6,7680.0
08308.HK,0.047,15,20561.6,12448.0
08309.HK,0.066,12,13760.833333333334,3500.0
08311.HK,0.066,15,108395.33333333333,16880.0
08313.HK,0.03,13,8009.2307692307695,6080.0
08315.HK,0.076,11,76672.87272727273,1990.0
08316.HK,0.25,20,518848.6,234042.0
08317.HK,0.071,6,545680.6666666666,30307.0
08319.HK,0.113,5,13668.0,14340.0
08320.HK,0.079,14,32795.0,19280.0
08321.HK,1.78,19,166933.68421052632,141500.0
08326.HK,0.147,7,240272.14285714287,15000.0
08328.HK,0.54,16,31584.71875,17040.0
08329.HK,0.1,18,58032.22222222222,30555.0
08331.HK,0.315,5,41726.0,51750.0
08333.HK,0.65,7,28619.285714285714,13100.0
08337.HK,0.114,6,5236.416666666667,3262.5
08340.HK,0.6,13,38644.230769230766,33700.0
08341.HK,0.156,11,31210.545454545456,22945.0
08347.HK,0.116,6,5248.533333333334,5100.0
08348.HK,0.35,2,17500.0,17500.0
08350.HK,0.395,18,597185.1333333333,425349.0
08356.HK,0.355,14,73288.57142857143,4640.0
08357.HK,0.134,11,10720.487272727272,5785.0
08360.HK,0.395,10,58360.0,23240.0
08362.HK,0.052,7,10200.0,5880.0
08365.HK,1.31,20,1742795.8,1399118.0
08366.HK,0.029,10,14057.0,4105.0
08367.HK,0.275,11,66835.63636363637,31412.0
08368.HK,0.231,13,31730.76923076923,23180.0
08370.HK,6.06,20,801065.2,508740.0
08371.HK,1.83,15,182981.33333333334,139960.0
08372.HK,0.152,13,18346.153846153848,18460.0
08373.HK,0.73,9,615046.1111111111,74000.0
08375.HK,1.4,17,225779.41176470587,147300.0
08377.HK,0.105,11,17160.0,7350.0
08379.HK,0.135,15,90471.33333333333,49060.0
08385.HK,0.08,11,61449.09090909091,15160.0
08391.HK,0.4,20,1370586.0,1333560.0
08392.HK,0.044,8,4312.5,3765.0
08395.HK,1.21,19,4519913.684210527,2792800.0
08400.HK,0.115,20,65926.0,49440.0
08401.HK,0.037,16,27170.0,17419.0
08402.HK,0.1,11,16358.181818181818,9255.0
08403.HK,3.12,18,140029.19444444444,114120.0
08406.HK,0.045,13,14748.461538461539,13320.0
08411.HK,0.118,13,24352.30769230769,16570.0
08412.HK,0.3,4,49900.0,28700.0
08413.HK,0.054,20,194286.5,60560.0
08416.HK,0.137,16,26913.75,22645.0
08417.HK,0.026,13,14419.23076923077,1800.0
08418.HK,0.8,20,106624.0,71350.0
08419.HK,0.074,7,30542.85714285714,3420.0
08420.HK,0.036,12,17928.75,16337.5
08422.HK,0.159,18,59982.22222222222,36600.0
08423.HK,0.07,11,45269.09090909091,23170.0
08425.HK,0.078,8,7717.0,6546.0
08426.HK,0.27,12,978362.5,23575.0
08427.HK,7.45,20,133938.45,76362.0
08429.HK,0.057,10,3434.5,2272.5
08430.HK,0.08,9,14043.333333333334,11330.0
08431.HK,1.54,20,3064754.4325,3103650.0
08432.HK,0.034,11,20178.18181818182,7330.0
08436.HK,0.4,20,71125.0,53462.5
08439.HK,1.11,20,743295.0,468740.0
08445.HK,0.14,6,6676.666666666667,4750.0
08446.HK,0.103,20,58919.1,32544.0
08447.HK,0.054,20,45041.0,42790.0
08448.HK,1.63,17,289673.21176470583,125600.0
08450.HK,0.41,20,1316660.625,878240.0
08451.HK,0.075,12,22207.5,12160.0
08452.HK,0.305,10,14225.0,8365.0
08455.HK,0.068,7,65877.14285714286,78100.0
08456.HK,0.375,10,30523.75,13665.0
08460.HK,1.13,20,2447570.5,2170050.0
08462.HK,0.12,15,52665.0,15755.0
08471.HK,0.023,18,291674.44444444444,72530.0
08472.HK,0.29,20,513779.0,363770.0
08473.HK,0.102,15,23844.0,17270.0
08480.HK,0.206,20,639087.2,393600.0
08481.HK,0.32,4,3425.0,3562.5
08482.HK,0.114,14,48297.42857142857,11490.0
08483.HK,0.127,14,40798.857142857145,23340.0
08487.HK,0.053,18,46432.444444444445,24078.0
08489.HK,0.205,19,50865.52631578947,37620.0
08490.HK,0.155,20,821559.925,182030.0
08491.HK,0.29,20,308092.5,167412.5
08495.HK,0.26,6,15573.333333333334,5280.0
08501.HK,0.74,5,11289.36,8006.8
08502.HK,0.305,13,39276.92307692308,24520.0
08507.HK,0.64,20,2591277.8600000003,1448260.0
08509.HK,0.61,15,52085.333333333336,44080.0
08510.HK,0.22,9,32155.022222222222,24969.6
08511.HK,0.79,14,16021.964285714286,11913.75
08512.HK,0.38,18,155880.55555555556,100325.0
08513.HK,0.405,9,14832.222222222223,12000.0
08516.HK,1.9,20,316743.2625,117625.0
08519.HK,0.217,5,7280.0,4600.0
08521.HK,0.7,12,122033.33333333333,12000.0
08526.HK,0.248,8,110031.25,57610.0
08527.HK,0.245,20,645413.0,480750.0
08529.HK,0.405,20,1340468.75,721787.5
08532.HK,0.062,18,17933.733333333334,11032.0
08535.HK,0.129,13,37007.692307692305,8040.0
08536.HK,0.2,10,22772.5,6137.5
08537.HK,0.161,13,29324.23076923077,23060.0
08540.HK,4.24,20,1452287.5,1375505.0
08545.HK,0.037,13,17027.076923076922,8544.0
08547.HK,0.105,20,4205555.95,3168735.5
08549.HK,0.217,20,85994.45,61655.0
08601.HK,0.24,8,10113.75,9510.0
08603.HK,11.03,20,509544.0,456775.0
08606.HK,0.049,8,22777.5,2255.0
08610.HK,0.54,20,76930.0,72520.0
08611.HK,0.76,20,363735.0,287350.0
08612.HK,0.105,14,90444.28571428571,37280.0
08613.HK,0.038,10,13601.0,8020.0
08616.HK,0.061,13,34723.846153846156,22560.0
08619.HK,0.146,19,117669.37368421053,52000.0
08620.HK,0.103,19,144711.05263157896,73510.0
08621.HK,0.034,13,22905.23076923077,13008.0
08622.HK,0.225,20,122708.8,88948.0
08623.HK,0.115,9,28927.777777777777,8840.0
08627.HK,0.068,12,33092.666666666664,19784.0
08629.HK,8.3,8,25661.875,18687.5
08631.HK,0.465,16,32714.6875,25425.0
08635.HK,0.3,20,363229.0,307600.0
08637.HK,3.85,20,2492795.1955,2517170.0
08645.HK,0.36,15,71322.8,25380.0
08646.HK,0.214,20,227147.55,117190.5
08657.HK,0.285,15,26355.333333333332,23940.0
08659.HK,0.113,20,85447.5,72435.0
08668.HK,0.125,11,23500.0,14330.0
09600.HK,0.167,20,72460.68000000001,46080.8
09606.HK,185.1,20,209283129.225,203266842.10000002
09608.HK,0.045,18,65939.44444444444,50565.0
09609.HK,8.4,20,3712467.4,1330425.0
09611.HK,23.98,20,27035840.875,17427124.85
09616.HK,2.08,20,385619.6,259716.0
09618.HK,108.9,20,1375729635.34,1329758517.6599998
09626.HK,135.2,20,832095478.4875,708913449.75
09633.HK,41.86,20,307284777.712,244331635.72
09636.HK,25.08,20,107963881.71,88624238.75
09638.HK,35.5,2,7160.0,7160.0
09639.HK,1.06,19,244357.8947368421,134650.0
09658.HK,10.17,20,10589849.889999999,4904020.24
09660.HK,4.23,20,1081845947.6755002,970869129.98
09663.HK,3.0,20,258811.25,247452.5
09668.HK,0.71,20,4043149.5115,3170968.75
09669.HK,3.55,20,2597677.205,1153973.0
09676.HK,4.8,20,2168620.102,1528195.5
09677.HK,2.86,6,4240.666666666667,2825.0
09678.HK,166.3,20,105160639.937,83525745.34
09680.HK,6.9,15,86141.6,21230.0
09686.HK,1.0,20,65140.75,37382.5
09688.HK,14.36,20,162933268.17450002,145194123.56
09689.HK,0.7,19,220493.68421052632,125640.0
09690.HK,12.26,20,15638167.575,14772409.5
09696.HK,43.8,20,321186425.3215,303274209.505
09698.HK,31.58,20,322924278.485,259486514.89
09699.HK,7.74,20,35633968.256,29653578.6
09857.HK,2.0,19,84636.47368421052,46794.0
09858.HK,3.13,20,88500768.802,77177953.5
09860.HK,3.77,20,559972.425,424060.0
09863.HK,35.82,20,391120252.002,404037869.97
09866.HK,40.82,20,363487326.3135,325852805.16999996
09868.HK,51.5,20,1282659351.0375,1207925942.34
09869.HK,1.55,20,2944416.6350000002,2393090.0
09876.HK,2.9,20,219763.0,222520.0
09877.HK,7.17,20,913281.1,609422.0
09878.HK,7.48,20,1946868.675,1911529.0
09879.HK,8.87,20,4167400.6,4132320.0
09880.HK,108.3,20,1246568870.1999002,1159600229.15
09882.HK,1.1,15,42708.0,37200.0
09885.HK,3.06,20,8238448.764,6983344.0
09886.HK,0.97,20,749461.6915,412956.25
09887.HK,54.0,20,33857864.9925,31890275.75
09888.HK,111.7,20,1714182033.3530002,1754475488.2
09889.HK,3.38,20,1095016.1685000001,393880.0
09890.HK,11.12,20,30211556.339999996,15199075.5
09893.HK,1.94,20,1535482.5,1069100.0
09896.HK,23.6,20,142606447.55699998,120327087.86
09898.HK,57.55,20,8856896.144,7148229.35
09899.HK,110.9,20,178676159.6505,134243826.8
09900.HK,5.8,20,21951863.665,17156886.65
09901.HK,35.4,20,199613585.874,188186254.20999998
09903.HK,630.0,20,743267283.87,513981667.9
09908.HK,8.5,15,707737.4,16580.0
09909.HK,2.25,20,387175.75,316667.5
09911.HK,8.55,20,154136750.47100002,123774997.2
09913.HK,2.31,20,713164.691,687837.4
09916.HK,0.355,17,39349.41176470588,33610.0
09918.HK,0.96,13,40971.38461538462,22180.0
09919.HK,0.81,19,242122.8084210526,100060.0
09922.HK,1.28,20,4978938.1045,4233397.5
09923.HK,5.35,20,2793675.1265000002,2740598.0
09926.HK,87.55,20,1875277966.5180001,1554843056.175
09927.HK,52.65,20,101486370.3575,99691317.5
09928.HK,0.48,20,379186.00425,302950.0
09929.HK,1.73,20,12459166.86,10330200.0
09930.HK,0.71,20,113918.7805,108226.67
09933.HK,1.39,19,628518.947368421,122240.0
09936.HK,14.67,20,70180749.2695,36057448.75
09938.HK,0.24,12,58643.75,45662.5
09939.HK,2.25,20,3075927.0,2519857.5
09955.HK,0.57,20,193319.55,125663.5
09958.HK,0.134,20,425860.0,264395.5
09959.HK,1.96,20,7734171.943000001,7341631.9399999995
09960.HK,0.96,20,707989.0,397280.0
09961.HK,359.0,20,813927471.66405,786972823.175
09963.HK,11.09,20,6657913.75,6059190.0
09966.HK,7.32,20,19331482.7,14932985.0
09968.HK,0.034,20,215212.6,119586.0
09969.HK,10.84,20,86638102.451,84445880.0
09973.HK,26.0,20,55080371.990499996,51997165.620000005
09978.HK,0.19,20,1060828.0,87636.0
09979.HK,1.85,20,12718576.8925,7308295.720000001
09980.HK,115.0,20,72369899.525,68411584.8
09981.HK,12.8,20,47577329.802499995,36352683.0
09982.HK,0.099,20,683092.6762,456090.762
09983.HK,0.34,20,156387.75,73932.5
09985.HK,7.23,20,41154752.375,31024851.0
09987.HK,335.4,20,354964993.979,282939384.07500005
09988.HK,104.9,20,11049246450.564999,9663356891.27
09989.HK,3.84,20,1635886.575,1405465.0
09990.HK,1.86,20,1095809.794,768310.94
09991.HK,7.18,15,59075.36666666667,36609.0
09992.HK,164.3,20,3735149101.432,3311012693.3
09993.HK,1.18,20,412769808.4565,228695492.5
09995.HK,68.5,20,332393484.903,268495841.9
09996.HK,4.04,20,5961639.251,5974208.5
09998.HK,0.42,18,118145.83333333333,79612.5
09999.HK,190.5,20,1714603814.1455,1663582363.975
80016.HK,96.5,19,1170935.5263157894,760000.0
80020.HK,1.26,20,674624.0,536900.0
80175.HK,16.38,18,492234.44444444444,279525.0
80291.HK,18.78,20,456203.5,165545.0
80388.HK,322.8,20,3844007.0,3266900.0
80700.HK,377.8,20,9038059.0,5844160.0
80737.HK,1.61,2,11675.0,11675.0
80883.HK,19.13,20,2569007.75,2349700.0
80941.HK,68.75,20,7241418.75,6465637.5
80992.HK,20.66,20,12449723.0,10298100.0
81024.HK,40.78,20,1161831.7,829054.0
81211.HK,69.55,20,1400778.0,1179557.5
81299.HK,63.25,17,995622.9411764706,184710.0
81810.HK,21.14,20,3677204.6,1145572.0
82020.HK,62.1,12,252835.0,153550.0
82318.HK,46.32,20,4166758.2350000003,3146355.0
82331.HK,13.97,13,104775.38461538461,32520.0
82333.HK,8.73,15,61190.333333333336,13230.0
82388.HK,41.5,20,997029.5,811525.0
83690.HK,61.65,20,4925456.75,1294980.0
86618.HK,30.14,12,173918.75,127756.0
89618.HK,93.6,18,982117.7777777778,591006.25
89888.HK,95.75,20,1780267.5,994005.0
89988.HK,89.1,20,7774709.75,6380220.0
