ts_code,latest_report_date,cash_like,strict_cash_like,total_liabilities,interest_debt,net_cash_after_all_liab,cash_to_liab,net_cash_to_mv,revenue_latest,revenue_cagr_3y,profit_latest,profit_cagr_3y,profit_positive_years,cfo_latest,cfo_positive_years,cfo_to_profit_latest,oneoff_ratio_latest,dps_latest,div_paid_latest,buyback_latest,shareholder_return_hkd,dps_yield_est,dividend_paid_yield_est,score,flags,name,fullname,market,list_date,price_hkd,total_mv_hkd,float_mv_hkd,turnover_hkd,liquidity_ref_hkd,pb,pe_ttm,pe_dynamic,prefilter_pe,static_exclusion_hint,annual_mmdd,annual_period,financial_source,special_label,watch_score
01216.HK,20251231,,,1314967957000.0,,,,,26507022000.0,0.011525930968330877,3588598000.0,-0.005654757607441385,4,94802980000.0,3,26.417832256496826,0.0,,995347000.0,,995347000.0,,0.09725931321461279,80.06469881223501,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,中原银行,中原银行股份有限公司,主板,20170719,0.28,10233950529.793104,1944600000.0,0.0,325044.75,0.1158620689655172,2.577931034482759,2.577931034482759,2.577931034482759,低PB高分红旁路,1231,FY-12-31,cache,可复核,44.00852288508297
01460.HK,20260331,216312154.6,175243501.25,428949471.3,32683277.2,-212637316.70000002,0.5042835323807053,-1.0534643095307592,1054277618.0,0.11137721234571551,25439555.4,0.3838316440004501,4,81532030.5,3,3.2049314234477544,0.47848118839372483,,25532860.44,,25532860.44,,0.12649688028051492,82.011962202137,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,扬科集团,扬科集团有限公司,主板,20161012,0.23,201845771.875,201845771.875,0.0,219276.66666666663,0.3545833333333333,11.845,11.845,11.845,低PB高分红旁路,0331,FY-03-31,cache,可复核,43.98048557617154
00591.HK,20250630,2912832000.0,2912832000.0,95807000.0,147000.0,2817025000.0,30.40312294508752,11.703469048608225,193546000.0,0.1184278096599145,17445000.0,,1,34775000.0,3,1.993407853253081,0.5995414158784752,,,,0.0,,0.0,88.75276583548295,现金类资产>总负债;经营现金流稳定;一次性/其他收益占比较高,中国高精密,中国高精密自动化集团有限公司,主板,20091113,0.232,240700000.0,240700000.0,0.0,388155.581,0.1305627705627705,38.505974025974034,38.505974025974034,38.505974025974034,PE偏高,0630,FY-06-30,cache,谨慎观察,43.53626101010942
00829.HK,20251231,534126000.0,533845000.0,638303000.0,405856000.0,-104177000.0,0.8367906777815551,-0.2054022221777064,1023274000.0,-0.0028763748793052546,-69773000.0,,3,-88461000.0,2,,0.48836942656901666,,118328000.0,,118328000.0,,0.23330326411629862,66.91536352639649,现金类资产>有息负债;近年盈利稳定;股东回报率较高,神冠控股,神冠控股(集团)有限公司,主板,20091013,0.157,507185360.0,507185360.0,0.0,86307.55555555556,0.214090909090909,-6.565454545454545,-6.565454545454545,-6.565454545454545,负PE/亏损口径,1231,FY-12-31,cache,谨慎观察,43.22565979414473
02001.HK,20250831,828766000.0,828766000.0,5814449000.0,2613697000.0,-4985683000.0,0.14253560397554438,-4.359157682834089,2599427000.0,0.10592776465427223,829161000.0,0.1017465314075976,4,1252685000.0,4,1.5107862043680298,0.5683781557502101,,149304000.0,2291000.0,151595000.0,,0.13254483065394126,69.86632326565348,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,新高教集团,中国新高教集团有限公司,主板,20170419,0.58,1143726234.0,1143726234.0,0.0,1057981.9300000002,0.19,1.22,1.22,1.22,低PB高分红旁路,0831,FY-08-31,cache,可复核,43.17411396206479
01250.HK,20251231,5044083000.0,4616294000.0,28797121000.0,25626617000.0,-23753038000.0,0.1751592806794818,-9.525167238441501,4408662000.0,-0.02324275458604419,228773000.0,-0.0027552831420604162,4,3600244000.0,4,15.737189266215855,0.5772884037889087,,322480000.0,,322480000.0,,0.1293171817033516,72.17030054392256,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,山高新能源,山高新能源集团有限公司,主板,20130705,1.11,2493713486.114754,2493713486.114754,0.0,104746.12105263158,0.1637704918032786,9.844426229508198,9.844426229508198,9.844426229508198,低PB高分红旁路,1231,FY-12-31,cache,可复核,42.98782262076196
00912.HK,20250331,258687705.60000002,258684937.11,272519081.64,5513909.25,-13831376.039999962,0.9492462107359098,-0.04455681665969215,1280894499.81,-0.05235397917415496,31742583.51,-0.11499530150791426,4,174829220.67,4,5.507718696397941,0.13001133819809868,,21025758.72,,21025758.72,,0.06773302046800297,88.83338677855673,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,信佳国际,信佳国际集团有限公司,主板,20020918,1.09,310421100.0,310421100.0,0.0,84914.11764705883,0.3877884615384615,9.568942307692309,9.568942307692309,9.568942307692309,低PB高分红旁路,0331,FY-03-31,cache,可复核,42.934495742157914
01314.HK,20250331,135266575.74,135266575.74,357317930.34,229091624.67000002,-222051354.59999996,0.3785608396737587,-1.0631511259879645,836120893.2,0.012474232674549501,11389567.86,,3,97505294.97,4,8.560930157186842,1.8727920920434291,,44166643.8,9382412.61,53549056.41,,0.25638546416633534,59.81409511412765,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,翠华控股,翠华控股有限公司,主板,20121126,0.148,208861514.7669173,208861514.7669173,0.0,90413.25,0.4451127819548872,19.29563909774436,19.29563909774436,19.29563909774436,低PB高分红旁路,0331,FY-03-31,cache,可复核,42.75860946282265
01697.HK,20251231,4406085969.53,160740677.64,2436447730.72,3780060.31,1969638238.81,1.8084057022753974,1.5099052945392712,688161274.21,-0.22280003193805664,55112662.94,-0.41859876091193904,4,-221031903.8,1,-4.010546615042587,0.6214930570001596,,42221722.23,,42221722.23,,0.032366756840667296,75.80341300915542,现金类资产>总负债;近年盈利稳定;一次性/其他收益占比较高,山东国信,山东省国际信托股份有限公司,主板,20171208,0.28,1304478000.0000002,326125800.00000006,0.0,66101.0,0.106206896551724,21.376551724137936,21.376551724137936,21.376551724137936,低PB高分红旁路,1231,FY-12-31,cache,现金流待验证,42.63098991781664
01260.HK,20250331,867443589.06,789849274.17,104041699.86,,763401889.1999999,8.33746075109542,1.50679427370643,176109185.88,-0.10569407484624094,38039975.43,,2,50067218.82,4,1.3161737949103613,1.1427427767400111,,,,0.0,,0.0,86.81647703840275,现金类资产>总负债;经营现金流稳定;一次性/其他收益占比较高,皓天财经集团,皓天财经集团控股有限公司,主板,20120330,0.44,506639760.0,506639760.0,10560.0,279167.64705882355,0.3232653061224489,7.300408163265307,7.300408163265307,7.300408163265307,低PB高分红旁路,0331,FY-03-31,cache,谨慎观察,42.449151062909756
09983.HK,20251231,415514000.0,413398000.0,2364709000.0,59500000.0,-1949195000.0,0.17571464395830522,-4.412869510851222,2768451000.0,-0.04193666096634885,157484000.0,-0.34571582497901987,3,-524144000.0,2,-3.3282365192654493,0.009753371771100557,,130617000.0,140000.0,130757000.0,,0.29602660515257495,41.13150663041589,现金类资产>有息负债;近年盈利稳定;股东回报率较高,建业新生活,建业新生活有限公司,主板,20200515,0.34,441706920.0,441706920.0,0.0,164185.5,0.21,2.53,2.53,2.53,低PB高分红旁路,1231,FY-12-31,cache,现金流待验证,42.33210139536881
02210.HK,20251231,1220223000.0,1220223000.0,1637797000.0,123431000.0,-417574000.0,0.7450392203673594,-1.581713945282623,2292046000.0,0.13510567310807442,51975000.0,-0.23079376116664507,4,71301000.0,4,1.3718326118326118,0.0,,21515000.0,,21515000.0,,0.08149591577242749,68.2182663696687,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,京城佳业,北京京城佳业物业股份有限公司,主板,20211110,1.8,264000960.00000003,66000960.00000001,0.0,265864.0,0.2680851063829788,4.586170212765958,4.586170212765958,4.586170212765958,低PB高分红旁路,1231,FY-12-31,cache,可复核,42.25641926820177
01525.HK,20251231,447112000.0,392078000.0,1171465000.0,282201000.0,-724353000.0,0.3816691066314401,-0.9333844468784226,1004586000.0,0.0833425176756768,242548000.0,0.025452349212257364,4,441671000.0,4,1.8209632732490064,0.20127974668931511,,72623000.0,,72623000.0,,0.09358031054700082,72.67138214337682,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,建桥教育,上海建桥教育集团有限公司,主板,20200116,1.87,776050000.0000001,776050000.0000001,0.0,789676.5,0.2785106382978723,2.894521276595745,2.894521276595745,2.894521276595745,低PB高分红旁路,1231,FY-12-31,cache,可复核,42.19800677660316
00730.HK,20251231,275911129.5,275911129.5,92116698.14,5410287.8,183794431.36,2.9952346867738044,0.3718710787594918,140518451.5,-0.2484920931565311,26429120.42,0.26760703391036134,4,-1042315.88,1,-0.03943816000820204,0.39663716209288813,,23033916.44,89418.78,23123335.220000003,,0.04678541971674866,81.57805790826903,现金类资产>总负债;近年盈利稳定;股东回报率较高,首惠产业金融,首惠产业金融服务集团有限公司,主板,19910808,0.125,494242337.89062506,494242337.89062506,0.0,118348.6,0.341796875,16.894531250000004,16.894531250000004,16.894531250000004,低PB高分红旁路,1231,FY-12-31,cache,现金流待验证,41.97156913969004
01969.HK,20250831,832303000.0,832303000.0,3122385000.0,1959835000.0,-2290082000.0,0.26656001742257923,-2.097144688644688,1790614000.0,0.11002388732987867,835546000.0,0.14800097955154357,4,1199166000.0,4,1.435188487527916,0.16882254238545813,,113840000.0,,113840000.0,,0.10424908424908423,72.4884625709604,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,中国春来,中国春来教育集团有限公司,主板,20180913,0.91,1092000000.0000002,1092000000.0000002,0.0,359895.6,0.1949999999999999,1.132857142857143,1.132857142857143,1.132857142857143,低PB高分红旁路,0831,FY-08-31,cache,可复核,41.22204850166232
00543.HK,20251231,228138000.0,202735000.0,246880000.0,579000.0,-18742000.0,0.9240845755022683,-0.06601633853304267,646967000.0,-0.07359485932219478,4923000.0,,2,-7410000.0,2,-1.5051797684338817,1.8553727401990656,,51095000.0,303000.0,51398000.0,,0.18104299263266072,53.57726094251214,现金类资产>有息负债;一次性/其他收益占比较高;股东回报率较高,太平洋网络,太平洋网络有限公司,主板,20071218,0.25,283899416.6666666,283899416.6666666,0.0,60411.22083333333,0.3981481481481481,52.08333333333333,52.08333333333333,52.08333333333333,PE偏高,1231,FY-12-31,cache,现金流待验证,40.901615156644546
02120.HK,20251231,294039860.88,294039860.88,1713937472.68,1004672285.3600001,-1419897611.8000002,0.1715581026536658,-2.555076176344007,1619784410.78,0.02940523526873884,54395979.83,,3,439969557.92,4,8.088273421951522,0.5072162923845984,,74417907.34,,74417907.34,,0.13391347415308738,68.00145033915081,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,康宁医院,温州康宁医院股份有限公司,主板,20151120,7.68,555716352.0,150519552.0,0.0,94665.33333333331,0.4205714285714285,9.225142857142856,9.225142857142856,9.225142857142856,低PB高分红旁路,1231,FY-12-31,cache,可复核,40.127266763247746
02619.HK,20251231,981950000.0,981950000.0,832019000.0,497184000.0,149931000.0,1.1802014136696397,0.3896739732649294,1289801000.0,0.05546372745135897,50723000.0,-0.14184292275757115,4,15126000.0,4,0.298207913569781,0.3079668000709737,,,,0.0,,0.0,63.331612270847515,现金类资产>总负债;近年盈利稳定;经营现金流稳定,香江电器,湖北香江电器集团股份有限公司,主板,20250625,1.41,384760107.90196073,96190200.0,0.0,90160.52631578948,0.3133333333333332,6.847254901960784,6.847254901960784,6.847254901960784,低PB高分红旁路,1231,FY-12-31,cache,可复核,39.70126661205403
03689.HK,20251231,742176000.0,292176000.0,1152581000.0,326069000.0,-410405000.0,0.643925242564297,-0.8021632029626826,2024200000.0,0.03126281394205144,99591000.0,0.18601230657533163,4,282664000.0,4,2.838248436103664,0.617646172846944,,49805000.0,,49805000.0,,0.09734710425934481,80.26866645390116,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,康华医疗,广东康华医疗集团股份有限公司,主板,20161108,1.53,511622819.99999994,129122820.0,0.0,57328.57142857143,0.3076630434782608,4.639891304347826,4.639891304347826,4.639891304347826,低PB高分红旁路,1231,FY-12-31,cache,可复核,39.0734916435938
01596.HK,20251231,341926826.56,341926826.56,1154717201.77,373183804.5,-812790375.21,0.29611304485278295,-2.3822975586143587,1667135143.7,0.09832977936764964,284370384.48,0.20871510153498551,3,265060405.09,3,0.9320956736570503,0.25106587382703105,,33143735.25,,33143735.25,,0.09714465374794243,57.09170786576456,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,翼辰实业,河北翼辰实业集团股份有限公司,主板,20161221,0.38,341179200.0,85294800.0,0.0,313921.5,0.1154430379746835,1.0870886075949366,1.0870886075949366,1.0870886075949366,低PB高分红旁路,1231,FY-12-31,cache,可复核,38.62435345040171
00408.HK,20100331,884774911.96,884774911.96,1893514568.6,924184190.02,-1008739656.6399999,0.4672659649057638,-0.8684075945788424,4796797481.24,0.07377872483807102,332401430.08,0.14508808043390253,4,-77072425.2,3,-0.23186550425324814,0.1586186465783571,,154516760.46,,154516760.46,,0.1330209706636639,66.51460370478003,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,叶氏化工集团,叶氏化工集团有限公司,主板,19910822,2.08,1161597000.0000002,1161597000.0000002,0.0,235966.5175,0.29,8.45,8.45,8.45,低PB高分红旁路,0331,FY-03-31,cache,现金流待验证,37.49628319044719
01222.HK,20260331,1076903211.75,1003080645.2,5667105972.15,3829668480.2000003,-4590202760.4,0.19002701150150578,-15.429219993907713,2055499653.45,-0.10236002810189926,-710221140.35,,1,1088650554.21,2,,0.08622492301457159,,96194876.37,,96194876.37,,0.3233434310579665,37.38578713085224,非严格净现金;股东回报率较高,WANG ON GROUP,宏安集团有限公司,主板,19950228,0.021,297500635.95,297500635.95,0.0,113600.7796,0.0735,-0.2205,-0.2205,-0.2205,负PE/亏损口径,0331,FY-03-31,cache,谨慎观察,37.23300572708779
00951.HK,20251231,7596326000.0,7504750000.0,16872556000.0,9871547000.0,-9276230000.0,0.45021785673729575,-6.316854089522196,54400453000.0,0.1943511564997069,360917000.0,-0.04714326941202873,4,678587000.0,4,1.8801746661974914,1.5267277518099729,,153397000.0,,153397000.0,,0.104459081628036,59.54017785102148,非严格净现金;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,超威动力,超威动力控股有限公司,主板,20100707,1.33,1468488882.050725,1468488882.050725,0.0,1424540.0,0.2023913043478261,3.6719565217391312,3.6719565217391312,3.6719565217391312,低PB高分红旁路,1231,FY-12-31,cache,可复核,37.05166766700444
02369.HK,20251231,441479484.48,441479484.48,2303193838.82,1108001651.28,-1861714354.3400002,0.19168142821456316,-8.371272516744698,246701897.92,-0.026344069249302438,-100241162.04,,0,21080251.58,1,,0.13677893712493916,,,89644585.0,89644585.0,,0.40309043593936494,26.80891846236287,非严格净现金;股东回报率较高,酷派集团,酷派集团有限公司,主板,20041209,0.67,222393232.40476197,222393232.40476197,0.0,1291346.2295,0.135595238095238,-2.0020238095238096,-2.0020238095238096,-2.0020238095238096,负PE/亏损口径,1231,FY-12-31,cache,谨慎观察,36.86245634679555
03813.HK,20251231,1514649000.0,1294068000.0,3159058000.0,1142220000.0,-1644409000.0,0.4794622320957703,-0.8838864660058643,17132127000.0,-0.027692066271774562,210771000.0,0.3321110707922623,4,550975000.0,4,2.614093020387055,2.039417187373975,,203780000.0,,203780000.0,,0.10953381065335632,71.99050133348217,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,宝胜国际,宝胜国际(控股)有限公司,主板,20080606,0.35,1860430115.4545453,1860430115.4545453,0.0,235319.55,0.1909090909090909,6.3909090909090915,6.3909090909090915,6.3909090909090915,低PB高分红旁路,1231,FY-12-31,cache,可复核,36.82944434039959
01118.HK,20251231,727652096.4,727652096.4,1087833651.9,551355294.26,-360181555.5000001,0.6689001531889454,-0.5452877419367469,3266123906.58,-0.05048611083762744,136598476.7,0.2642725792991667,4,1416483797.2,4,10.369689555989025,0.11905312923595729,,44821389.28,,44821389.28,,0.06785620689829884,83.52927499105458,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,高力集团,高力集团有限公司,主板,19940715,1.15,660534847.5663717,660534847.5663717,0.0,100575.0,0.4376106194690264,4.365929203539824,4.365929203539824,4.365929203539824,低PB高分红旁路,1231,FY-12-31,cache,可复核,36.71845895788189
01900.HK,20251231,802754000.0,699435000.0,998094000.0,283468000.0,-195340000.0,0.8042869709666625,-0.5185273812921775,927849000.0,0.09103937121050776,70488000.0,0.13280285449919682,4,283378000.0,3,4.0202303938259,5.950956191124731,,41346000.0,,41346000.0,,0.10975239636995172,74.76250337769454,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,中国智能交通,中国智能交通系统(控股)有限公司,主板,20100715,0.219,376720703.76150626,376720703.76150626,0.0,52505.57894736842,0.1832635983263597,4.828995815899582,4.828995815899582,4.828995815899582,低PB高分红旁路,1231,FY-12-31,cache,可复核,36.553628593781966
01203.HK,20251231,866327979.1,866327979.1,1955912071.36,797491776.4599999,-1089584092.2599998,0.4429278758413808,-1.846954187991492,10965422281.74,0.13880669573090643,100813803.52,-0.059523515304348185,4,297041961.4,4,2.946441370412844,0.2609572104357798,,40988123.6,,40988123.6,,0.06947897558224299,64.49443760850143,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,广南(集团),粤海广南(集团)有限公司,主板,19941209,0.65,589935635.2985075,589935635.2985075,26000.0,74133.0,0.2134328358208955,5.287313432835822,5.287313432835822,5.287313432835822,低PB高分红旁路,1231,FY-12-31,cache,可复核,36.52871215450964
00235.HK,20251231,1706835608.06,1685331746.3,191382382.58,13567267.620000001,1515453225.48,8.918457305475979,3.7170329987060606,32645983.68,-0.5166197588940374,-11983922.96,,2,290651679.9,4,,1.7824841724449803,,,,0.0,,0.0,72.0,现金类资产>总负债;经营现金流稳定;一次性/其他收益占比较高,中策资本控股,中策资本控股有限公司,主板,19721204,0.02,407705077.14285713,407705077.14285713,4000.0,334570.46525,0.1809523809523809,-30.72380952380952,-30.72380952380952,-30.72380952380952,负PE/亏损口径,1231,FY-12-31,cache,反转观察,35.60135615291951
00320.HK,20250331,198309707.19,197659112.04,1297642018.65,166585580.28,-1099332311.46,0.152823124051047,-2.8059860760511417,3688182378.0,0.02810171836286468,85455903.66,0.07751049734449156,4,256615029.42,3,3.0028941059588345,0.2854473985443079,,38478319.68,1229209.56,39707529.24,,0.10135131388420726,66.28105156253918,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,金宝通,金宝通集团有限公司,主板,20061009,0.465,391781100.00000006,391781100.00000006,0.0,68412.5,0.2838947368421052,5.785578947368422,5.785578947368422,5.785578947368422,低PB高分红旁路,0331,FY-03-31,cache,可复核,35.4817210659529
00450.HK,20120331,619017333.75,619017333.75,796540439.97,429804942.93,-177523106.22000003,0.7771323371520396,-0.2678617903946795,2313910099.17,-0.029921836940424162,20702679.57,1.3674008008737997,4,45614150.1,4,2.2032969184384665,1.4964172442147303,,55771344.0,,55771344.0,,0.08415249358043575,80.99133456597579,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,鸿兴印刷集团,鸿兴印刷集团有限公司,主板,19920316,0.73,662741430.7894738,662741430.7894738,0.0,120142.15555555554,0.2497368421052631,-8.395,-8.395,-8.395,负PE/亏损口径,0331,FY-03-31,cache,可复核,34.325827049696855
01916.HK,20251231,,,540923759000.0,3582517000.0,,,,9028490000.0,-0.10783766692360552,964496000.0,-0.14618289293354347,4,3077139000.0,1,3.1904113651067503,0.0,,228953000.0,,228953000.0,,0.06334176525476351,57.07887171775818,非严格净现金;近年盈利稳定;股东回报率较高,江西银行,江西银行股份有限公司,主板,20180626,0.6,3614566140.9836063,807300000.0,0.0,557080.25,0.0786885245901638,3.383606557377049,3.383606557377049,3.383606557377049,低PB高分红旁路,1231,FY-12-31,cache,可复核,34.17878168201078
09928.HK,20251231,1143647000.0,1102338000.0,1241047000.0,38887000.0,-97400000.0,0.921517879661286,-0.2125070072898045,2495853000.0,-0.014297486380424607,17090000.0,,2,117812000.0,4,6.893622001170275,3.6072557050906964,,36607000.0,,36607000.0,,0.07986903507040938,65.14792023838908,现金类资产>有息负债;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,时代邻里,时代邻里控股有限公司,主板,20191219,0.465,458337827.26595753,458337827.26595753,0.0,359028.00425,0.3067021276595744,24.21957446808511,24.21957446808511,24.21957446808511,低PB高分红旁路,1231,FY-12-31,cache,谨慎观察,33.930306610674016
02325.HK,20251231,1704029000.0,1522169000.0,1572311000.0,692308000.0,131718000.0,1.0837735028248228,0.30727645639546863,601388000.0,-0.4569973138113278,2920000.0,-0.8021989638366448,2,301613000.0,4,103.29212328767123,-20.37054794520548,,,,0.0,,0.0,62.424346353174315,现金类资产>总负债;经营现金流稳定,云康集团,云康集团有限公司,主板,20220518,0.69,428662844.99999994,428662844.99999994,0.0,84128.94736842105,0.3304225352112676,132.59661971830985,132.59661971830985,132.59661971830985,PE偏高,1231,FY-12-31,cache,谨慎观察,33.647789630487786
01935.HK,20251231,1835985000.0,1835985000.0,1781542000.0,945437000.0,54443000.0,1.03055948161761,0.042511540888164265,952620000.0,0.051514660835086046,225651000.0,-0.14945337507550993,4,527868000.0,4,2.339311591794408,0.3514054890073609,,,,0.0,,0.0,68.02432195372909,现金类资产>总负债;近年盈利稳定;经营现金流稳定,嘉宏教育,嘉宏教育科技有限公司,主板,20190618,0.8,1280664000.0,1280664000.0,0.0,51692.0,0.3532467532467532,5.1220779220779225,5.1220779220779225,5.1220779220779225,低PB高分红旁路,1231,FY-12-31,cache,可复核,33.38604647054862
00807.HK,20251231,3457761000.0,3448112000.0,27788498000.0,21711653000.0,-24330737000.0,0.12443137444852183,-9.639171111050631,7072781000.0,-0.05208445425783248,610436000.0,-0.07853508040765655,4,1694367000.0,3,2.775666900379401,0.0496219095859353,,176369000.0,,176369000.0,,0.06987256365004023,56.03536931190112,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,上海实业环境,上海实业环境控股有限公司,主板,20180323,0.98,2524152411.0,2524152411.0,0.0,426500.0,0.2099999999999999,3.73,3.73,3.73,低PB高分红旁路,1231,FY-12-31,cache,可复核,33.28605226188493
01786.HK,20251231,1755936330.66,1755936330.66,3144041286.03,10502283.04,-1388104955.3700001,0.5584965879621865,-1.3047094903953198,3436856350.6,0.06792074010250038,143893811.2,0.0755999904420932,4,41509341.35,4,0.2884720406238014,0.2567201792901014,,42651086.37,,42651086.37,,0.040088666888864075,46.818672632329644,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,铁建装备,中国铁建高新装备股份有限公司,主板,20151216,0.7,1063918800.0,372330000.0,0.0,146673.68421052632,0.1534246575342465,6.673972602739726,6.673972602739726,6.673972602739726,低PB高分红旁路,1231,FY-12-31,cache,可复核,32.926794994928684
01001.HK,20250331,165168113.4,165168113.4,1348602536.91,1044611260.95,-1183434423.51,0.12247353010208864,-4.323860363080175,1948836085.32,-0.05058558320829043,82701256.11,0.1589772254733064,4,209763873.15,4,2.536404923173059,-0.25082294653916115,,18341246.25,484485.75,18825732.0,,0.06878271814955553,66.01888349617037,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,沪港联合,沪港联合控股有限公司,主板,19940218,0.43,273698575.8409091,273698575.8409091,0.0,99935.0,0.2540909090909091,3.127272727272728,3.127272727272728,3.127272727272728,低PB高分红旁路,0331,FY-03-31,cache,可复核,31.443387149765215
00194.HK,20251231,1954202275.9,1924342725.92,3413442701.46,2693657651.26,-1459240425.56,0.5725018542318426,-0.9005782837821732,951251433.16,0.14187945819525494,10881091.34,-0.47902745599952357,2,300711744.26,3,27.63617498132315,-7.878226944467501,,95744029.66,,95744029.66,,0.059088956420942404,46.622467761941124,非严格净现金;经营现金流稳定;股东回报率较高,廖创兴企业,廖创兴企业有限公司,主板,19721113,4.28,1620337123.2000003,1620337123.2000003,0.0,179141.17647058822,0.1493023255813953,134.50148837209304,134.50148837209304,134.50148837209304,PE偏高,1231,FY-12-31,cache,谨慎观察,30.95400823155167
00111.HK,20251231,1456909214.74,231418512.3,1376082766.6,1146732628.1000001,80826448.1400001,1.05873661824841,0.20008550990286358,183756496.12,0.14711831442668144,72645984.6,,2,49127039.02,3,0.6762526420489868,0.30392888225786396,,,,0.0,,0.0,49.021501836214725,现金类资产>总负债;经营现金流稳定,信达国际控股,信达国际控股有限公司,主板,20000801,0.63,403959528.0,403959528.0,2560.0,248007.0,0.3821311475409835,5.019344262295082,5.019344262295082,5.019344262295082,低PB高分红旁路,1231,FY-12-31,cache,谨慎观察,30.661534380672602
00950.HK,20251231,316033065.12,316033065.12,1412301888.6,280240262.96,-1096268823.48,0.22377160837282478,-1.790151782195009,1297005855.6,0.05596128315935234,83040240.36,0.21929273407488314,4,300685550.88,4,3.620961952620244,0.2662228893384672,,24996613.5,,24996613.5,,0.04081821105138925,57.46453227556367,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;股东回报率较高,李氏大药厂,李氏大药厂控股有限公司,主板,20100514,1.04,612388756.2962964,612388756.2962964,22360.0,1042022.25,0.2985185185185185,6.663703703703703,6.663703703703703,6.663703703703703,低PB高分红旁路,1231,FY-12-31,cache,可复核,30.59842468316492
01292.HK,20251231,671963726.87,671963726.87,3405992645.9,102564206.54,-2734028919.03,0.1972886605257012,-6.206655841600009,9531636274.71,0.07278558702365823,40235553.58,0.014966021796612328,4,-217495784.31,3,-5.405562120017935,0.6209345925942148,,53108542.66,,53108542.66,,0.12056435988851927,51.399301214264284,现金类资产>有息负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,长安民生物流,重庆长安民生物流股份有限公司,主板,20130718,2.18,440499520.00000006,283061664.00000006,0.0,59842.5,0.187420814479638,9.88398190045249,9.88398190045249,9.88398190045249,低PB高分红旁路,1231,FY-12-31,cache,现金流待验证,30.547713308581677
01641.HK,20251231,93830000.0,93830000.0,363248000.0,204305000.0,-269418000.0,0.25830837334273005,-0.6436162336976379,236507000.0,,76317000.0,,1,127394000.0,1,1.669274211512507,0.08236696935152063,,45320000.0,,45320000.0,,0.10826554911393059,49.19714577506791,非严格净现金;股东回报率较高,红星冷链,红星冷链(湖南)股份有限公司,主板,20260113,4.26,418600379.99999994,104653136.99432892,0.0,195025.75,0.3382230623818525,4.952551984877127,4.952551984877127,4.952551984877127,低PB高分红旁路,1231,FY-12-31,cache,谨慎观察,30.25080932439962
02455.HK,20251231,83184000.0,83184000.0,393277000.0,191133000.0,-310093000.0,0.21151503901830007,-1.4980338164251208,930763000.0,0.10385292968814808,46324000.0,0.04868619806766561,4,8699000.0,3,0.18778602884034193,0.1973922804593731,,13548000.0,,13548000.0,,0.06544927536231884,42.54935813758863,非严格净现金;近年盈利稳定;经营现金流稳定;股东回报率较高,润华服务,润华生活服务集团控股有限公司,主板,20230117,0.69,207000000.0,207000000.0,0.0,107466.0,0.4791666666666666,4.034583333333334,4.034583333333334,4.034583333333334,低PB高分红旁路,1231,FY-12-31,cache,可复核,29.859092173489987
